principalInvestigator,country,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,locality,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,fatal,monthCollected,dayCollected,minimumElevationInMeters,maximumElevationInMeters,quantityDetected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,horizontalDatum,georeferenceProtocol,minimumDepthInMeters,maximumDepthInMeters,habitat,eventRemarks,taxTeam,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,lifeStage,establishmentMeans,sex,basisOfRecord,diseaseLineage,genotypeMethod,specimenDisposition,testMethod,diagnosticLab,zeScore,Diagnostics_bcid,Sample_bcid,expeditionCode,projectId,
Laura Brannelly,Australia,2013,-35.96,148.399,30,Laura Brannelly,Unknown,1,crinia,signifera,swabbing,Bd,TRUE,false,9,30,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug20fe28c27645c6d60f0ed5353a37284d2,https://n2t.net/ark:/21547/Cuf21,bdswabs,174,
Laura Brannelly,Australia,2013,-35.96,148.399,30,Laura Brannelly,Unknown,10,crinia,signifera,swabbing,Bd,TRUE,false,10,16,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug204b99f5381e42c196930f5f63bbe4427,https://n2t.net/ark:/21547/Cuf210,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,100,Crinia,signifera,swabbing,Bd,TRUE,false,10,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2f7cdab20a5a3f8681f8984851782935e,https://n2t.net/ark:/21547/Cuf2100,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,101,Crinia,signifera,swabbing,Bd,TRUE,false,10,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug278346a3a9d5654e4b3b36563ecf29236,https://n2t.net/ark:/21547/Cuf2101,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,102,Crinia,signifera,swabbing,Bd,TRUE,false,10,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug25a309ed1631974db805c39b668e8eb31,https://n2t.net/ark:/21547/Cuf2102,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,103,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2463c67950aa3e65b3a54d3ddc5c78201,https://n2t.net/ark:/21547/Cuf2103,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,104,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug29fea2d7e9a5d1f2a6993fb44b9e9d8d1,https://n2t.net/ark:/21547/Cuf2104,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,105,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug224348e8b3618bc653e64600e716a5562,https://n2t.net/ark:/21547/Cuf2105,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,106,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2a660a0dff63de60f1a231e31777fbdc9,https://n2t.net/ark:/21547/Cuf2106,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,107,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2344e7b079995aa7c4706c8a4acbb1c6c,https://n2t.net/ark:/21547/Cuf2107,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,108,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug20a8ac2fe0224577cb7d183e276a3cd43,https://n2t.net/ark:/21547/Cuf2108,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,109,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2458c1c60cc63ea4236374a6d75eb98f0,https://n2t.net/ark:/21547/Cuf2109,bdswabs,174,
Laura Brannelly,Australia,2013,-35.96,148.399,30,Laura Brannelly,Unknown,11,crinia,signifera,swabbing,Bd,TRUE,false,10,16,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2863c72e2995918e31978f2942df78de9,https://n2t.net/ark:/21547/Cuf211,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,110,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug23d3bcc139ca4c4b4d41a404ac33975cc,https://n2t.net/ark:/21547/Cuf2110,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,111,Crinia,signifera,swabbing,Bd,TRUE,false,10,20,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2fce156a31e0a13455b8636b96a75c3fc,https://n2t.net/ark:/21547/Cuf2111,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,112,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2de776610066c1e39da27dd2fca38b368,https://n2t.net/ark:/21547/Cuf2112,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,113,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2d14bc10b21f80fdd205dc44fadbe2033,https://n2t.net/ark:/21547/Cuf2113,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,114,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug22f17ec786587bc79aba410fe9b28b3c4,https://n2t.net/ark:/21547/Cuf2114,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,115,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2b2a072fba972fb848003cc8ba20f4864,https://n2t.net/ark:/21547/Cuf2115,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,116,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug254218dd6619fc705e40e89b10dd8e4e9,https://n2t.net/ark:/21547/Cuf2116,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,117,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2be3a32047b94a4bd95b5e9671a98ec28,https://n2t.net/ark:/21547/Cuf2117,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,118,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug228469b783379cc48c0605802948783e0,https://n2t.net/ark:/21547/Cuf2118,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,119,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2a058df3cfeccc7f9ae563b7f72815299,https://n2t.net/ark:/21547/Cuf2119,bdswabs,174,
Laura Brannelly,Australia,2013,-35.96,148.399,30,Laura Brannelly,Unknown,12,crinia,signifera,swabbing,Bd,TRUE,false,10,16,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug28a102517785575345cee388254174853,https://n2t.net/ark:/21547/Cuf212,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,120,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug239aede7bc1413a2089aedbfdc96b060d,https://n2t.net/ark:/21547/Cuf2120,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,121,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2743d944bac7106fd847f722c4830c35b,https://n2t.net/ark:/21547/Cuf2121,bdswabs,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121021_01,Craugastor,tabasarae,swabbing,Bd,true,true,10,21,,,,,,,,,,,,,,,,,,,,,,121021_01,,,,,,LivingSpecimen,,,,quantitative PCR,,2491.552641266986,https://n2t.net/ark:/21547/CwD2ded75c8de11dbba12d2a572ab26ea519,https://n2t.net/ark:/21547/CwC2121021_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121022_01,Lithobates,warszewitschii,swabbing,Bd,false,false,10,22,,,,,,,,,,,,,,,,,,,,,,121022_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD235c20a88ecea3493449320192b0c8cae,https://n2t.net/ark:/21547/CwC2121022_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121022_02,Pristimantis,cruentus,swabbing,Bd,true,true,10,22,,,,,,,,,,,,,,,,,,,,,,121022_02,,,,,,LivingSpecimen,,,,quantitative PCR,,2273.881236540529,https://n2t.net/ark:/21547/CwD2f133d248fd85b6971176d91b55df4026,https://n2t.net/ark:/21547/CwC2121022_02,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121022_03,Espadarana,prosoblepon,swabbing,Bd,false,false,10,22,,,,,,,,,,,,,,,,,,,,,,121022_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24c0dd3e3ed80ca6cdce4099524b3be5c,https://n2t.net/ark:/21547/CwC2121022_03,raysofhope,174,
Allie Byrne,Panama,2012,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,121022_04,Pristimantis,museosus,swabbing,Bd,false,false,10,22,,,,,,,,,,,,,,,,,,,,,,121022_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2435d28082f900a424b50849aecbbea83,https://n2t.net/ark:/21547/CwC2121022_04,raysofhope,174,
Allie Byrne,Panama,2012,8.6623731,-80.0425101999999,30,Jamie Voyles; Cori Richards-Zawacki,Sora,121026_01,Craugastor,fitzingeri,swabbing,Bd,true,true,10,26,,,,,,,,,,,,,,,,,,,,,,121026_01,,,,,,LivingSpecimen,,,,quantitative PCR,,3593.846620358893,https://n2t.net/ark:/21547/CwD249f1ab134fcfd716fccdc70b3135a455,https://n2t.net/ark:/21547/CwC2121026_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6623731,-80.0425101999999,30,Jamie Voyles; Cori Richards-Zawacki,Sora,121026_02,Sachatamia,albomaculata,swabbing,Bd,false,false,10,26,,,,,,,,,,,,,,,,,,,,,,121026_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28347abf835ee7149d0c66082aaa894d5,https://n2t.net/ark:/21547/CwC2121026_02,raysofhope,174,
Allie Byrne,Panama,2012,8.6623731,-80.0425101999999,30,Jamie Voyles; Cori Richards-Zawacki,Sora,121026_03,Sachatamia,albomaculata,swabbing,Bd,true,true,10,26,,,,,,,,,,,,,,,,,,,,,,121026_03,,,,,,LivingSpecimen,,,,quantitative PCR,,10465.03763687578,https://n2t.net/ark:/21547/CwD22014b164de03b424820bced11fc34dff,https://n2t.net/ark:/21547/CwC2121026_03,raysofhope,174,
Allie Byrne,Panama,2012,8.6495931,-80.0866024999999,30,Jamie Voyles; Cori Richards-Zawacki,Jordinal,121026_04,Sachatamia,ilex,swabbing,Bd,false,false,10,26,,,,,,,,,,,,,,,,,,,,,,121026_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2157441afeafe4751946629fcbdc40cf6,https://n2t.net/ark:/21547/CwC2121026_04,raysofhope,174,
Allie Byrne,Panama,2012,8.6623731,-80.0425101999999,30,Jamie Voyles; Cori Richards-Zawacki,Sora,121027_01,Smilisca,sila,swabbing,Bd,true,false,10,27,,,,,,,,,,,,,,,,,,,,,,121027_01,,,,,,LivingSpecimen,,,,quantitative PCR,,3.083147618677567,https://n2t.net/ark:/21547/CwD2f11c9bab37152ead03d8dba20183fec2,https://n2t.net/ark:/21547/CwC2121027_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6623731,-80.0425101999999,30,Jamie Voyles; Cori Richards-Zawacki,Sora,121027_02,Smilisca,sila,swabbing,Bd,false,false,10,27,,,,,,,,,,,,,,,,,,,,,,121027_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26f1ed959b52d2d7962c46dd5ed1ecc81,https://n2t.net/ark:/21547/CwC2121027_02,raysofhope,174,
Allie Byrne,Panama,2012,8.6623731,-80.0425101999999,30,Jamie Voyles; Cori Richards-Zawacki,Sora,121027_03,Sachatamia,albomaculata,swabbing,Bd,false,false,10,27,,,,,,,,,,,,,,,,,,,,,,121027_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22cbddf1be2aff4abc7ea48a9f5bf6462,https://n2t.net/ark:/21547/CwC2121027_03,raysofhope,174,
Allie Byrne,Panama,2012,8.6495931,-80.0866024999999,30,Jamie Voyles; Cori Richards-Zawacki,Jordinal,121027_04,Smilisca,sila,swabbing,Bd,false,false,10,27,,,,,,,,,,,,,,,,,,,,,,121027_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD235ad6c5409d8fb9037d14eb7a08f7364,https://n2t.net/ark:/21547/CwC2121027_04,raysofhope,174,
Allie Byrne,Panama,2012,8.6495931,-80.0866024999999,30,Jamie Voyles; Cori Richards-Zawacki,Jordinal,121028_01,Sachatamia,albomaculata,swabbing,Bd,false,false,10,28,,,,,,,,,,,,,,,,,,,,,,121028_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28dd753a947965658e2e253389e25d116,https://n2t.net/ark:/21547/CwC2121028_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6495931,-80.0866024999999,30,Jamie Voyles; Cori Richards-Zawacki,Jordinal,121028_02,Sachatamia,albomaculata,swabbing,Bd,false,false,10,28,,,,,,,,,,,,,,,,,,,,,,121028_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2641f11cbca69bcb2dd26dda2bf6cdbfb,https://n2t.net/ark:/21547/CwC2121028_02,raysofhope,174,
Allie Byrne,Panama,2012,8.6495931,-80.0866024999999,30,Jamie Voyles; Cori Richards-Zawacki,Jordinal,121028_03,Espadarana,prosoblepon,swabbing,Bd,false,false,10,28,,,,,,,,,,,,,,,,,,,,,,121028_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2cfaa7bc76b5b7fc7d9be9277fd737d9d,https://n2t.net/ark:/21547/CwC2121028_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121029_01,Rhaebo,haematiticus,swabbing,Bd,false,false,10,29,,,,,,,,,,,,,,,,,,,,,,121029_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD29ee1dba676036cce835f5df2e4161123,https://n2t.net/ark:/21547/CwC2121029_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121029_02,Rhaebo,haematiticus,swabbing,Bd,false,false,10,29,,,,,,,,,,,,,,,,,,,,,,121029_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ee503d7c19b042d1bdeb99ccbf297c90,https://n2t.net/ark:/21547/CwC2121029_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121029_03,Sachatamia,albomaculata,swabbing,Bd,false,false,10,29,,,,,,,,,,,,,,,,,,,,,,121029_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD252e4c358e1880b950e946f76b4bca4e8,https://n2t.net/ark:/21547/CwC2121029_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121029_04,Smilisca,sila,swabbing,Bd,false,false,10,29,,,,,,,,,,,,,,,,,,,,,,121029_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD21bd4e373fc45ede573c074b0cf19f159,https://n2t.net/ark:/21547/CwC2121029_04,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121029_05,Smilisca,sila,swabbing,Bd,false,false,10,29,,,,,,,,,,,,,,,,,,,,,,121029_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28c5667412d0f812f1645901e335e3197,https://n2t.net/ark:/21547/CwC2121029_05,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_01,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ffac6ade1d807f4ad22067c4af7b362a,https://n2t.net/ark:/21547/CwC2121030_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_02,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2051088eef95ed8a1925fb3b34bf82c81,https://n2t.net/ark:/21547/CwC2121030_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_03,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22712d1c896174a43fbc59e7c25ec08f8,https://n2t.net/ark:/21547/CwC2121030_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_04,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f453d85fa68423117976be6fc869d3d5,https://n2t.net/ark:/21547/CwC2121030_04,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_05,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26134884460c8c9d1899cdae8e3bb3820,https://n2t.net/ark:/21547/CwC2121030_05,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_06,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ba9833690d7faaec0c18fb715820337d,https://n2t.net/ark:/21547/CwC2121030_06,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_07,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2092854f7961f4b772226fa5a2d879e52,https://n2t.net/ark:/21547/CwC2121030_07,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_08,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD28e046d2d3a67a3c0767234d28b8e3d6d,https://n2t.net/ark:/21547/CwC2121030_08,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_09,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26521965a1acb77d62085f8ecec9be332,https://n2t.net/ark:/21547/CwC2121030_09,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_10,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d3cfee5656d3bbdb8306fe914b55082a,https://n2t.net/ark:/21547/CwC2121030_10,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_11,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_11,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD213e6b7c56e8f53059638710f286df01d,https://n2t.net/ark:/21547/CwC2121030_11,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_12,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_12,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f10b9443c0d4faa0d1506cc1d6b5c68a,https://n2t.net/ark:/21547/CwC2121030_12,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_13,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_13,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2835cfae395c2c18f924285cacf09894f,https://n2t.net/ark:/21547/CwC2121030_13,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_14,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_14,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD21450d4f2de4ecf068fb3e49fd52e854e,https://n2t.net/ark:/21547/CwC2121030_14,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_15,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_15,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d715fc6093302c541e4d96194ccbda7c,https://n2t.net/ark:/21547/CwC2121030_15,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_16,Rhaebo,haematiticus,swabbing,Bd,true,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_16,,,,,,LivingSpecimen,,,,quantitative PCR,,257.35948707721224,https://n2t.net/ark:/21547/CwD2674d5cc96304addb1f2bec1dede8cfaf,https://n2t.net/ark:/21547/CwC2121030_16,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_17,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_17,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD285bbe195f3b677e55d67b1bb862ea420,https://n2t.net/ark:/21547/CwC2121030_17,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_18,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_18,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD282010dc37d7fb9dbada9e037dfbcd7aa,https://n2t.net/ark:/21547/CwC2121030_18,raysofhope,174,
Allie Byrne,Panama,2012,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,121030_19,Rhaebo,haematiticus,swabbing,Bd,false,false,10,30,,,,,,,,,,,,,,,,,,,,,,121030_19,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD25a3fa899efadfd0e76dd671e53d17ffa,https://n2t.net/ark:/21547/CwC2121030_19,raysofhope,174,
