principalInvestigator,country,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,locality,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,fatal,monthCollected,dayCollected,minimumElevationInMeters,maximumElevationInMeters,quantityDetected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,horizontalDatum,georeferenceProtocol,minimumDepthInMeters,maximumDepthInMeters,habitat,eventRemarks,taxTeam,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,lifeStage,establishmentMeans,sex,basisOfRecord,diseaseLineage,genotypeMethod,specimenDisposition,testMethod,diagnosticLab,zeScore,Diagnostics_bcid,Sample_bcid,expeditionCode,projectId,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A02,Smilisca,sila,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A02,,,,,,LivingSpecimen,,,,quantitative PCR,,1275.2983093261719,https://n2t.net/ark:/21547/CwD2536bcaecf886752f25bc775fdcc14625,https://n2t.net/ark:/21547/CwC2151207_A02,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A03,Sachatamia,albomaculata,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26e26b8f8fa08017407200a20b67a61c8,https://n2t.net/ark:/21547/CwC2151207_A03,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A04,Rhaebo,haematiticus,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A04,,,,,,LivingSpecimen,,,,quantitative PCR,,187656.28662109375,https://n2t.net/ark:/21547/CwD23498f2d084308e509842b3866aeda32e,https://n2t.net/ark:/21547/CwC2151207_A04,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A05,Smilisca,sila,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d337ee241de71b43bd513dd2b64d78d2,https://n2t.net/ark:/21547/CwC2151207_A05,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A06,Rhaebo,haematiticus,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD221f154aa4e0ba46d2fd158c0af8a80c7,https://n2t.net/ark:/21547/CwC2151207_A06,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A07,Rhaebo,haematiticus,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A07,,,,,,LivingSpecimen,,,,quantitative PCR,,1268.546962738037,https://n2t.net/ark:/21547/CwD235e7b937b48eabe241edc794d58feb6b,https://n2t.net/ark:/21547/CwC2151207_A07,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A08,Rhaebo,haematiticus,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD29f45c13fb2b0bbd0f8ecefbdbb3cb6d1,https://n2t.net/ark:/21547/CwC2151207_A08,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A09,Rhaebo,haematiticus,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD20782142e22edc63f22681756e54b42ed,https://n2t.net/ark:/21547/CwC2151207_A09,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A10,Rhaebo,haematiticus,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f4215bd890b0a984d0a1e3f0016f7e9f,https://n2t.net/ark:/21547/CwC2151207_A10,raysofhope,174,
Allie Byrne,Panama,2015,8.5501082,-80.134297,30,Jamie Voyles; Cori Richards-Zawacki,Farallon,151207_A11,Rhaebo,haematiticus,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A11,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD216b274f5c629f3212f04a32fe68b5d86,https://n2t.net/ark:/21547/CwC2151207_A11,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A12,Lithobates,warszewitschii,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A12,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24234865785a901616d3cc6af5723ae91,https://n2t.net/ark:/21547/CwC2151207_A12,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A13,Lithobates,warszewitschii,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A13,,,,,,LivingSpecimen,,,,quantitative PCR,,61409.70458984375,https://n2t.net/ark:/21547/CwD2a1d1ad05dfba9c1c256aeb3fffe00196,https://n2t.net/ark:/21547/CwC2151207_A13,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A14,Sachatamia,albomaculata,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A14,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2e8c708092cb732764ca269e0049f0ba9,https://n2t.net/ark:/21547/CwC2151207_A14,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A15,Smilisca,sila,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A15,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD25d4b524677f67f74051bbb8cca5f36fe,https://n2t.net/ark:/21547/CwC2151207_A15,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A16,Sachatamia,albomaculata,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A16,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b7c31628ad6e20334ca70c6662b17cd5,https://n2t.net/ark:/21547/CwC2151207_A16,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A17,Sachatamia,albomaculata,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A17,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2e2c18e47992fe3d4b845ec5d2f93813b,https://n2t.net/ark:/21547/CwC2151207_A17,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A18,Lithobates,warszewitschii,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A18,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2bb34351bfdc3c14b45f6a7ff6add6a77,https://n2t.net/ark:/21547/CwC2151207_A18,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A23,Lithobates,warszewitschii,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A23,,,,,,LivingSpecimen,,,,quantitative PCR,,1335.3933970133462,https://n2t.net/ark:/21547/CwD2508eef4f90a6b32efad0e23344d39d32,https://n2t.net/ark:/21547/CwC2151207_A23,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A25,Lithobates,warszewitschii,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A25,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24b32632feed25d72654dac6f2c237348,https://n2t.net/ark:/21547/CwC2151207_A25,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A26,Lithobates,warszewitschii,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A26,,,,,,LivingSpecimen,,,,quantitative PCR,,1227.5684038798013,https://n2t.net/ark:/21547/CwD289bb6b8dbe5c071c9015b878d9c6966e,https://n2t.net/ark:/21547/CwC2151207_A26,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A27,Smilisca,sila,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A27,,,,,,LivingSpecimen,,,,quantitative PCR,,1727.8675079345703,https://n2t.net/ark:/21547/CwD28b1cb64820f60f17237b0d080072af27,https://n2t.net/ark:/21547/CwC2151207_A27,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A28,Lithobates,warszewitschii,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A28,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22069481e68635cfdf97c544396544ffe,https://n2t.net/ark:/21547/CwC2151207_A28,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A29,Rhinella,marina,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A29,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26c6626fd219d15f9f7fddaac27f4eec2,https://n2t.net/ark:/21547/CwC2151207_A29,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A30,Lithobates,warszewitschii,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A30,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b06e4aff2b7ef380c7921d7acdd6751a,https://n2t.net/ark:/21547/CwC2151207_A30,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A31,Lithobates,warszewitschii,swabbing,Bd,true,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A31,,,,,,LivingSpecimen,,,,quantitative PCR,,1587.751865386963,https://n2t.net/ark:/21547/CwD2cf2f11e9b3f086c5b403f69999578335,https://n2t.net/ark:/21547/CwC2151207_A31,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A32,Lithobates,warszewitschii,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A32,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD259fa0372b899def8d96366989329fd7c,https://n2t.net/ark:/21547/CwC2151207_A32,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A33,Lithobates,warszewitschii,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A33,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD271b02e5d88db92623b45fcbd50755a30,https://n2t.net/ark:/21547/CwC2151207_A33,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A34,Smilisca,sila,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A34,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD281d2a0b209e4b0de9e42b873be9afd9d,https://n2t.net/ark:/21547/CwC2151207_A34,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A35,Espadarana,prosoblepon,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A35,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24d3db2ffa5deced7fa361d8df52bfa97,https://n2t.net/ark:/21547/CwC2151207_A35,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A37,Pristimantis,gaigei,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A37,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b9b6cbd05b3401748f1a9f89fd97467d,https://n2t.net/ark:/21547/CwC2151207_A37,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151207_A38,Pristimantis,pardalis,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_A38,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD207e3d02a4303f9396824be8f35354e25,https://n2t.net/ark:/21547/CwC2151207_A38,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151207_J01,Pristimantis,cruentus,swabbing,Bd,false,false,12,07,,,,,,,,,,,,,,,,,,,,,,151207_J01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD29ad79394061ef4046b208d606bcb9f4f,https://n2t.net/ark:/21547/CwC2151207_J01,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A01,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2a2b1ea4c0a9b9821a32c1aa78564b248,https://n2t.net/ark:/21547/CwC2151208_A01,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A02,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26623361d295148d7d4081cd19ca0334b,https://n2t.net/ark:/21547/CwC2151208_A02,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A03,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD20795539ef4f192af8b4b6e2fb375afe7,https://n2t.net/ark:/21547/CwC2151208_A03,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A04,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2535a84cdb660ddaa63b11539b39cf847,https://n2t.net/ark:/21547/CwC2151208_A04,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A05,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f603eeb37cac20162016a5854c6b8497,https://n2t.net/ark:/21547/CwC2151208_A05,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A06,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2390b70fc3b8c5a2b8cb25a209efb4a8f,https://n2t.net/ark:/21547/CwC2151208_A06,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A07,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23946120aa01dde16bf0174a8e522e2dc,https://n2t.net/ark:/21547/CwC2151208_A07,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A08,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22c534ca6151399ed77b7ffd29268e45c,https://n2t.net/ark:/21547/CwC2151208_A08,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A09,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2dd18bc311d22e683a6e5aef316e176e8,https://n2t.net/ark:/21547/CwC2151208_A09,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A10,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2da750ec1d3f5fb9d00f66ec647652ece,https://n2t.net/ark:/21547/CwC2151208_A10,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A11,Rhaebo,haematiticus,swabbing,Bd,true,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A11,,,,,,LivingSpecimen,,,,quantitative PCR,,1611.905860900879,https://n2t.net/ark:/21547/CwD266ae3f5c3973c2d2fdda7bd60d8d86da,https://n2t.net/ark:/21547/CwC2151208_A11,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A12,Rhaebo,haematiticus,swabbing,Bd,true,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A12,,,,,,LivingSpecimen,,,,quantitative PCR,,2761.370436350505,https://n2t.net/ark:/21547/CwD289091040a41886ebd4e14b89f933d005,https://n2t.net/ark:/21547/CwC2151208_A12,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A13,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A13,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2037e2616e3dbe182bfa1dd379449602e,https://n2t.net/ark:/21547/CwC2151208_A13,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A14,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A14,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b0d86e0735c8431a642fc6ebb548c82f,https://n2t.net/ark:/21547/CwC2151208_A14,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A15,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A15,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD21352885eefded980041e1eba52c27b49,https://n2t.net/ark:/21547/CwC2151208_A15,raysofhope,174,
Allie Byrne,Panama,2015,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,151208_A16,Rhaebo,haematiticus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_A16,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD291f248bf6db7aaf196f96aea02b77567,https://n2t.net/ark:/21547/CwC2151208_A16,raysofhope,174,
Allie Byrne,Panama,2015,8.72052,-82.2377680014407,30,Jamie Voyles; Cori Richards-Zawacki,Fortuna,151208_J01a,Pristimantis,caryophyllaceus,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J01a,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24121302c48fda27e90d0a345bace576a,https://n2t.net/ark:/21547/CwC2151208_J01a,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J01b,Silverstoneia,flotator,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J01b,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD271c3c97f824c7af1cc2b11b7e68953b9,https://n2t.net/ark:/21547/CwC2151208_J01b,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J02,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD200955c335d47a346c6a718ce0a25e7df,https://n2t.net/ark:/21547/CwC2151208_J02,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J03,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2e1795697ae9a3be77ad5fb0c23ed354a,https://n2t.net/ark:/21547/CwC2151208_J03,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J04,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b7ac3b4d2ba71ee7ffb94c02c863b66a,https://n2t.net/ark:/21547/CwC2151208_J04,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J05,Sachatamia,albomaculata,swabbing,Bd,true,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J05,,,,,,LivingSpecimen,,,,quantitative PCR,,29743.806966145832,https://n2t.net/ark:/21547/CwD275a9b190365af26e031c1c649b4275b6,https://n2t.net/ark:/21547/CwC2151208_J05,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J06,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD295af8d3202c6e33eec6a8678ad04b0a2,https://n2t.net/ark:/21547/CwC2151208_J06,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J07,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD262c31c2125937740b06a9e9fa7ea9bbb,https://n2t.net/ark:/21547/CwC2151208_J07,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J08,Craugastor,fitzingeri,swabbing,Bd,true,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J08,,,,,,LivingSpecimen,,,,quantitative PCR,,652.4571657180786,https://n2t.net/ark:/21547/CwD25b236a6037489ca193fdde2ba8fab4ba,https://n2t.net/ark:/21547/CwC2151208_J08,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J09,Sachatamia,albomaculata,swabbing,Bd,false,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ca196af505f4811ffe846fe20b750295,https://n2t.net/ark:/21547/CwC2151208_J09,raysofhope,174,
Allie Byrne,Panama,2015,8.5668566,-81.0986717,30,Jamie Voyles; Cori Richards-Zawacki,Cerro Negro,151208_J10,Lithobates,warszewitschii,swabbing,Bd,true,false,12,08,,,,,,,,,,,,,,,,,,,,,,151208_J10,,,,,,LivingSpecimen,,,,quantitative PCR,,5139.6983464558925,https://n2t.net/ark:/21547/CwD287c9758a96e9bb448167da8d36816d79,https://n2t.net/ark:/21547/CwC2151208_J10,raysofhope,174,
Allie Byrne,Panama,2015,8.6403212,-80.0746103,30,Jamie Voyles; Cori Richards-Zawacki,Rio Maria,151209_A01,Lithobates,warszewitschii,swabbing,Bd,true,false,12,09,,,,,,,,,,,,,,,,,,,,,,151209_A01,,,,,,LivingSpecimen,,,,quantitative PCR,,129788.92415364583,https://n2t.net/ark:/21547/CwD2088307ab83020d418a7a8529e8e5b340,https://n2t.net/ark:/21547/CwC2151209_A01,raysofhope,174,
